cms_id,fyear,system,prov_type,own_type,cbsa,urban_rural
040007,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040010,2018,MERCY,Short-Term,Church,"Fayetteville-Springdale-Rogers, AR-MO",Urban
040011,2018,,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040014,2018,UNITY HEALTH,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040015,2018,LHC GROUP,Short-Term,Local,Rural Arkansas,Rural
040016,2018,,Short-Term,State,"Little Rock-North Little Rock-Conway, AR",Urban
040017,2018,,Short-Term,Other,Rural Arkansas,Rural
040018,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Fort Smith, AR-OK",Urban
040019,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),Rural Arkansas,Rural
040020,2018,ST BERNARDS HEALTHCARE,Short-Term,Private (Not For Profit),"Jonesboro, AR",Urban
040022,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Fayetteville-Springdale-Rogers, AR-MO",Urban
040026,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Church,"Hot Springs, AR",Urban
040027,2018,,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040029,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040036,2018,BAPTIST HEALTH,Short-Term,Private (Not For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040039,2018,,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040041,2018,RCCH HEALTHCARE PARTNERS,Short-Term,Private (For Profit),Rural Arkansas,Rural
040047,2018,,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040050,2018,,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040051,2018,,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040055,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Fort Smith, AR-OK",Urban
040062,2018,MERCY,Short-Term,Private (Not For Profit),"Fort Smith, AR-OK",Urban
040067,2018,,Short-Term,Local,Rural Arkansas,Rural
040069,2018,MISSISSIPPI COUNTY HOSPITAL SYSTEM,Short-Term,Other,Rural Arkansas,Rural
040071,2018,LHC GROUP,Short-Term,Private (Not For Profit),"Pine Bluff, AR",Urban
040072,2018,BAPTIST HEALTH,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040074,2018,ALLEGIANCE HEALTH MANAGEMENT,Short-Term,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040076,2018,BAPTIST HEALTH,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040078,2018,RCCH HEALTHCARE PARTNERS,Short-Term,Private (For Profit),"Hot Springs, AR",Urban
040080,2015,,Short-Term,Private (For Profit),Rural Arkansas,Rural
040084,2018,RCCH HEALTHCARE PARTNERS,Short-Term,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040085,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),Rural Arkansas,Rural
040088,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural Arkansas,Rural
040114,2017,BAPTIST HEALTH,Short-Term,Private (Not For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040118,2018,BAPTIST MEMORIAL HEALTH CARE CORPORATION,Short-Term,Private (Not For Profit),"Jonesboro, AR",Urban
040119,2018,WHITE RIVER HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Arkansas,Rural
040132,2018,LHC GROUP,Short-Term,Private (Not For Profit),"Hot Springs, AR",Urban
040134,2018,,Short-Term,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040137,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Church,"Little Rock-North Little Rock-Conway, AR",Urban
040147,2018,MEDICAL FACILITIES CORPORATION,Short-Term,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040152,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Fayetteville-Springdale-Rogers, AR-MO",Urban
040153,2018,IASIS HEALTHCARE,Short-Term,Private (For Profit),Rural Arkansas,Rural
040154,2018,BAPTIST HEALTH,Short-Term,Private (Not For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
040155,2018,,Short-Term,Private (For Profit),"Jonesboro, AR",Urban
041300,2018,MERCY,Critical Access Hospitals,Church,Rural Arkansas,Rural
041302,2018,ALLEGIANCE HEALTH MANAGEMENT,Critical Access Hospitals,Private (For Profit),Rural Arkansas,Rural
041303,2018,MERCY,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041308,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041304,2018,ALLEGIANCE HEALTH MANAGEMENT,Critical Access Hospitals,Private (For Profit),Rural Arkansas,Rural
041305,2018,MERCY,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041306,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041307,2018,ST BERNARDS HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041309,2018,ST BERNARDS HEALTHCARE,Critical Access Hospitals,Local,Rural Arkansas,Rural
041310,2018,WHITE RIVER HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041311,2018,LHC GROUP,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041312,2017,BAPTIST HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041313,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041314,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041316,2017,MISSISSIPPI COUNTY HOSPITAL SYSTEM,Critical Access Hospitals,Local,Rural Arkansas,Rural
041317,2018,LHC GROUP,Critical Access Hospitals,Local,Rural Arkansas,Rural
041318,2018,MERCY,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041319,2017,JCE HEALTHCARE,Critical Access Hospitals,Private (For Profit),Rural Arkansas,Rural
041320,2018,,Critical Access Hospitals,Other,"Texarkana, TX-AR",Urban
041321,2018,BAPTIST HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041323,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041322,2018,,Critical Access Hospitals,Other,Rural Arkansas,Rural
041324,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Church,Rural Arkansas,Rural
041326,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041327,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041328,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Arkansas,Rural
041329,2018,MERCY,Critical Access Hospitals,Church,Rural Arkansas,Rural
041330,2018,,Critical Access Hospitals,Local,Rural Arkansas,Rural
041331,2017,OZARKS COMMUNITY HOSPITAL HEALTH SYSTEM,Critical Access Hospitals,Private (For Profit),"Fayetteville-Springdale-Rogers, AR-MO",Urban
114013,2018,,Psychiatric Hospitals,State,"Columbus, GA-AL",Urban
042004,2018,CHRISTUS HEALTH,Long-Term Hospitals,Private (For Profit),"Hot Springs, AR",Urban
042006,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Fort Smith, AR-OK",Urban
042008,2018,CHRISTUS HEALTH,Long-Term Hospitals,Private (Not For Profit),"Fort Smith, AR-OK",Urban
042009,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Fayetteville-Springdale-Rogers, AR-MO",Urban
042011,2018,,Long-Term Hospitals,Private (Not For Profit),Rural Arkansas,Rural
042010,2018,CORNERSTONE HEALTHCARE GROUP,Long-Term Hospitals,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
042012,2018,BAPTIST HEALTH,Long-Term Hospitals,Private (Not For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
043026,2018,BAPTIST HEALTH,Rehabilitation Hospitals,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
043028,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Fort Smith, AR-OK",Urban
043029,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Jonesboro, AR",Urban
043031,2018,CATHOLIC HEALTH INITIATIVES,Rehabilitation Hospitals,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
043033,2018,CATHOLIC HEALTH INITIATIVES,Rehabilitation Hospitals,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
043032,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Fayetteville-Springdale-Rogers, AR-MO",Urban
043034,2018,,Rehabilitation Hospitals,Physician Ownership,Rural Arkansas,Rural
043035,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Hot Springs, AR",Urban
043300,2018,ARKANSAS CHILDRENS INC HB0834,Childrens Hospitals,Private (Not For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
044004,2017,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (For Profit),"Fayetteville-Springdale-Rogers, AR-MO",Urban
044005,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
044006,2017,ACADIA HEALTHCARE,Psychiatric Hospitals,Other,"Fort Smith, AR-OK",Urban
044007,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
044017,2018,,Psychiatric Hospitals,Private (Not For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
044019,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Fayetteville-Springdale-Rogers, AR-MO",Urban
050009,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Church,"Napa, CA",Urban
044011,2018,,Psychiatric Hospitals,State,"Little Rock-North Little Rock-Conway, AR",Urban
044013,2017,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
044020,2017,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (For Profit),"Texarkana, TX-AR",Urban
044021,2017,PERIMETER HEALTHCARE,Psychiatric Hospitals,Private (For Profit),"Memphis, TN-MS-AR",Urban
044022,2018,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (For Profit),"Little Rock-North Little Rock-Conway, AR",Urban
050006,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Private (Not For Profit),Rural California,Rural
050002,2018,ALECTO HEALTHCARE SERVICES,Short-Term,Church,"Oakland-Hayward-Berkeley, CA",Urban
050007,2017,SUTTER HEALTH,Short-Term,Private (Not For Profit),"San Francisco-Redwood City-South San Francisco, CA",Urban
050008,2017,SUTTER HEALTH,Short-Term,Other,"San Francisco-Redwood City-South San Francisco, CA",Urban
050013,2018,ADVENTIST HEALTH,Short-Term,Private (Not For Profit),"Napa, CA",Urban
050014,2017,SUTTER HEALTH,Short-Term,Private (Not For Profit),Rural California,Rural
050017,2018,DIGNITY HEALTH,Short-Term,Church,"Sacramento--Roseville--Arden-Arcade, CA",Urban
050022,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Riverside-San Bernardino-Ontario, CA",Urban
050018,2017,,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050024,2018,PRIME HEALTHCARE SERVICES,Short-Term,Private (For Profit),"San Diego-Carlsbad, CA",Urban
050042,2018,DIGNITY HEALTH,Short-Term,Church,Rural California,Rural
050025,2018,UNIVERSITY OF CALIFORNIA,Short-Term,Other,"San Diego-Carlsbad, CA",Urban
050026,2018,SHARP HEALTHCARE,Short-Term,Hospital District or Authority,"San Diego-Carlsbad, CA",Urban
050028,2018,,Short-Term,Private (For Profit),Rural California,Rural
050030,2018,,Short-Term,Private (Not For Profit),"Chico, CA",Urban
050036,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"Bakersfield, CA",Urban
050038,2018,,Short-Term,Local,"San Jose-Sunnyvale-Santa Clara, CA",Urban
050040,2018,LOS ANGELES COUNTY DEPARTMENT OF HEALTH SERVICES,Short-Term,Other,"Los Angeles-Long Beach-Glendale, CA",Urban
050039,2018,,Short-Term,Private (Not For Profit),"Chico, CA",Urban
050043,2018,SUTTER HEALTH,Short-Term,Private (Not For Profit),"Oakland-Hayward-Berkeley, CA",Urban
050045,2018,UNIVERSITY OF CALIFORNIA,Short-Term,Local,"El Centro, CA",Urban
050047,2017,SUTTER HEALTH,Short-Term,Private (Not For Profit),"San Francisco-Redwood City-South San Francisco, CA",Urban
050054,2018,,Short-Term,Hospital District or Authority,"Riverside-San Bernardino-Ontario, CA",Urban
050055,2017,SUTTER HEALTH,Short-Term,Church,"San Francisco-Redwood City-South San Francisco, CA",Urban
050056,2018,,Short-Term,Hospital District or Authority,"Los Angeles-Long Beach-Glendale, CA",Urban
050057,2018,KAWEAH DELTA HEALTH CARE DISTRICT,Short-Term,Hospital District or Authority,"Visalia-Porterville, CA",Urban
050058,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050060,2018,THE COMMUNITY MEDICAL CENTERS HEALTHCARE NETWORK,Short-Term,Private (Not For Profit),"Fresno, CA",Urban
050063,2017,,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050067,2018,,Short-Term,Hospital District or Authority,"Modesto, CA",Urban
050069,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Church,"Anaheim-Santa Ana-Irvine, CA",Urban
222006,2018,,Long-Term Hospitals,State,"Boston, MA",Urban
050071,2018,KAISER PERMANENTE,Short-Term,Other,"San Jose-Sunnyvale-Santa Clara, CA",Urban
050070,2018,KAISER PERMANENTE,Short-Term,Private (Not For Profit),"San Francisco-Redwood City-South San Francisco, CA",Urban
050072,2018,KAISER PERMANENTE,Short-Term,Other,"Oakland-Hayward-Berkeley, CA",Urban
050073,2018,KAISER PERMANENTE,Short-Term,Other,"Vallejo-Fairfield, CA",Urban
050075,2018,KAISER PERMANENTE,Short-Term,Other,"Oakland-Hayward-Berkeley, CA",Urban
050076,2018,KAISER PERMANENTE,Short-Term,Other,"San Francisco-Redwood City-South San Francisco, CA",Urban
050077,2018,SCRIPPS HEALTH,Short-Term,Private (Not For Profit),"San Diego-Carlsbad, CA",Urban
050078,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050079,2015,,Short-Term,Hospital District or Authority,"Oakland-Hayward-Berkeley, CA",Urban
050082,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"Oxnard-Thousand Oaks-Ventura, CA",Urban
050084,2018,DIGNITY HEALTH,Short-Term,Church,"Stockton-Lodi, CA",Urban
050089,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"Riverside-San Bernardino-Ontario, CA",Urban
050090,2018,,Short-Term,Hospital District or Authority,"Santa Rosa, CA",Urban
050091,2018,PALADIN HEALTHCARE,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050099,2017,,Short-Term,Other,"Riverside-San Bernardino-Ontario, CA",Urban
050100,2018,SHARP HEALTHCARE,Short-Term,Private (Not For Profit),"San Diego-Carlsbad, CA",Urban
050101,2017,SUTTER HEALTH,Short-Term,Private (Not For Profit),"Vallejo-Fairfield, CA",Urban
050103,2017,ADVENTIST HEALTH,Short-Term,Church,"Los Angeles-Long Beach-Glendale, CA",Urban
050104,2018,VERITY HEALTH SYSTEM,Short-Term,Church,"Los Angeles-Long Beach-Glendale, CA",Urban
050107,2018,DIGNITY HEALTH,Short-Term,Church,"Santa Maria-Santa Barbara, CA",Urban
050108,2017,SUTTER HEALTH,Short-Term,Private (Not For Profit),"Sacramento--Roseville--Arden-Arcade, CA",Urban
050110,2018,,Short-Term,Hospital District or Authority,"Santa Maria-Santa Barbara, CA",Urban
050112,2018,UNIVERSITY OF CALIFORNIA,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050113,2018,,Short-Term,Local,"San Francisco-Redwood City-South San Francisco, CA",Urban
050093,2018,TRINITY HEALTH,Short-Term,Church,"Fresno, CA",Urban
050096,2017,,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050102,2018,,Short-Term,Private (Not For Profit),"Riverside-San Bernardino-Ontario, CA",Urban
050115,2018,PALOMAR HEALTH,Short-Term,Hospital District or Authority,"San Diego-Carlsbad, CA",Urban
050116,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050118,2018,TENET HEALTHCARE,Short-Term,Other,"Stockton-Lodi, CA",Urban
050121,2018,ADVENTIST HEALTH,Short-Term,Church,"Hanford-Corcoran, CA",Urban
050122,2017,,Short-Term,Other,"Stockton-Lodi, CA",Urban
050124,2018,KECK MEDICINE OF USC,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050125,2018,HCA HEALTHCARE,Short-Term,Federal,"San Jose-Sunnyvale-Santa Clara, CA",Urban
050126,2018,,Short-Term,Other,"Los Angeles-Long Beach-Glendale, CA",Urban
050127,2018,DIGNITY HEALTH,Short-Term,Other,"Sacramento--Roseville--Arden-Arcade, CA",Urban
050128,2018,,Short-Term,Hospital District or Authority,"San Diego-Carlsbad, CA",Urban
050129,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"Riverside-San Bernardino-Ontario, CA",Urban
050132,2018,AHMC HEALTHCARE,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050131,2017,SUTTER HEALTH,Short-Term,Other,"San Rafael, CA",Urban
050133,2018,RIDEOUT HEALTH,Short-Term,Federal,"Yuba City, CA",Urban
050135,2017,PROSPECT MEDICAL HOLDINGS,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050136,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Other,"Santa Rosa, CA",Urban
050137,2018,KAISER PERMANENTE,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050138,2018,KAISER PERMANENTE,Short-Term,Other,"Los Angeles-Long Beach-Glendale, CA",Urban
050139,2017,KAISER PERMANENTE,Short-Term,Other,"Los Angeles-Long Beach-Glendale, CA",Urban
050140,2017,KAISER PERMANENTE,Short-Term,Private (Not For Profit),"Riverside-San Bernardino-Ontario, CA",Urban
050145,2017,,Short-Term,Private (Not For Profit),"Salinas, CA",Urban
050146,2018,CITY OF HOPE DEVELOPMENT CENTER,Short-Term,Other,"Los Angeles-Long Beach-Glendale, CA",Urban
050149,2018,DIGNITY HEALTH,Short-Term,Other,"Los Angeles-Long Beach-Glendale, CA",Urban
050150,2018,DIGNITY HEALTH,Short-Term,Other,Rural California,Rural
050152,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"San Francisco-Redwood City-South San Francisco, CA",Urban
050153,2018,VERITY HEALTH SYSTEM,Short-Term,Private (Not For Profit),"San Jose-Sunnyvale-Santa Clara, CA",Urban
050158,2017,PRIME HEALTHCARE SERVICES,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050159,2018,VENTURA COUNTY HEALTH CARE AGENCY,Short-Term,Local,"Oxnard-Thousand Oaks-Ventura, CA",Urban
050167,2018,,Short-Term,Local,"Stockton-Lodi, CA",Urban
050168,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Church,"Anaheim-Santa Ana-Irvine, CA",Urban
050169,2018,PIH HEALTH,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050174,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Private (Not For Profit),"Santa Rosa, CA",Urban
050179,2018,TENET HEALTHCARE,Short-Term,Church,"Modesto, CA",Urban
050180,2018,JOHN MUIR HEALTH,Short-Term,Other,"Oakland-Hayward-Berkeley, CA",Urban
050189,2018,,Short-Term,Other,"Salinas, CA",Urban
050191,2018,DIGNITY HEALTH,Short-Term,Church,"Los Angeles-Long Beach-Glendale, CA",Urban
050192,2017,ADVENTIST HEALTH,Short-Term,Private (Not For Profit),"Fresno, CA",Urban
050194,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),"Santa Cruz-Watsonville, CA",Urban
050195,2018,,Short-Term,Hospital District or Authority,"Oakland-Hayward-Berkeley, CA",Urban
050196,2015,ADVENTIST HEALTH,Short-Term,Church,"Hanford-Corcoran, CA",Urban
050197,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"San Francisco-Redwood City-South San Francisco, CA",Urban
050204,2018,UNIVERSAL HEALTH SERVICES,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050205,2017,PRIME HEALTHCARE SERVICES,Short-Term,Private (For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050211,2018,ALAMEDA HEALTH SYSTEM,Short-Term,Hospital District or Authority,"Oakland-Hayward-Berkeley, CA",Urban
050222,2018,SHARP HEALTHCARE,Short-Term,Private (For Profit),"San Diego-Carlsbad, CA",Urban
050225,2017,ADVENTIST HEALTH,Short-Term,Church,"Chico, CA",Urban
050226,2018,AHMC HEALTHCARE,Short-Term,Private (Not For Profit),"Anaheim-Santa Ana-Irvine, CA",Urban
050228,2018,SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH,Short-Term,Local,"San Francisco-Redwood City-South San Francisco, CA",Urban
050230,2017,PRIME HEALTHCARE SERVICES,Short-Term,Private (For Profit),"Anaheim-Santa Ana-Irvine, CA",Urban
050231,2017,,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050232,2018,DIGNITY HEALTH,Short-Term,Private (Not For Profit),"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Urban
050234,2018,SHARP HEALTHCARE,Short-Term,Private (For Profit),"San Diego-Carlsbad, CA",Urban
050235,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Church,"Los Angeles-Long Beach-Glendale, CA",Urban
050236,2017,ADVENTIST HEALTH,Short-Term,Church,"Oxnard-Thousand Oaks-Ventura, CA",Urban
050238,2017,,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050224,2017,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Private (Not For Profit),"Anaheim-Santa Ana-Irvine, CA",Urban
050336,2017,ADVENTIST HEALTH,Short-Term,Other,"Stockton-Lodi, CA",Urban
050239,2018,ADVENTIST HEALTH,Short-Term,Private (Not For Profit),"Los Angeles-Long Beach-Glendale, CA",Urban
050242,2018,DIGNITY HEALTH,Short-Term,Private (For Profit),"Santa Cruz-Watsonville, CA",Urban
050243,2018,TENET HEALTHCARE,Short-Term,Private (For Profit),"Riverside-San Bernardino-Ontario, CA",Urban
050245,2018,,Short-Term,Local,"Riverside-San Bernardino-Ontario, CA",Urban
